symbol,industry,period,year,quarter,net_revenue,gross_profit,operating_profit,ebit,net_profit,gross_profit_margin,operating_profit_margin,pretax_profit_margin,net_profit_margin
MWG,,Q1 2013,2013,1,2042604409558.0,312361741201.0,55795136245.0,56405577941.0,41912496709.0,15.292326783363405,2.731568383183581,2.761453841823715,2.0519145319024092
MWG,,Q3 2013,2013,3,2428318354925.0,369565953839.0,111151788399.0,110842209213.0,80969220598.0,15.219007552673801,4.577315333204447,4.56456662645551,3.334374194956031
MWG,,Q1 2014,2014,1,3487825486466.0,544601206122.0,215002228415.0,215395388007.0,166212980645.0,15.614347914918502,6.164363132538738,6.1756354738162935,4.765518839459294
MWG,,Q2 2014,2014,2,3487062200323.0,526872366029.0,182684431395.0,184868425569.0,142183801628.0,15.109348091932423,5.238920928283938,5.301552279505539,4.077466745928128
MWG,,Q3 2014,2014,3,3945122507327.0,633942684833.0,222060463886.0,227287844187.0,175231381483.0,16.06902405833083,5.628734303524989,5.761236660328651,4.441722181188417
MWG,,Q4 2014,2014,4,4836715662560.0,690703142327.0,236571838013.0,240645785331.0,184477868076.0,14.280416516389169,4.891166951248611,4.975396573211621,3.814114389729469
MWG,,Q1 2015,2015,1,5496480547914.0,801115991273.0,297714409188.0,300126972512.0,231560350210.0,14.575071889903004,5.416455249732254,5.460348124508561,4.212884011713291
MWG,,Q2 2015,2015,2,5363271202691.0,812902089223.0,281424713252.0,286836401388.0,221181685567.0,15.156833553655268,5.247258671364526,5.348161421411637,4.1240071070063165
MWG,,Q3 2015,2015,3,6646720907375.0,1023872607369.0,360944315307.0,371034334240.0,287299192383.0,15.404176309448198,5.430411782545392,5.582216244830011,4.322419978010834
MWG,,Q4 2015,2015,4,7746260421264.0,1284540206009.0,422257156252.0,427786079554.0,331852291239.0,16.582713931006655,5.451109739260457,5.522485125592973,4.284032206405602
MWG,,Q1 2016,2016,1,9627014411874.0,1589193994149.0,518846421224.0,524927089887.0,417790778118.0,16.507651553828374,5.38948420586192,5.452646764915535,4.339775139452322
MWG,,Q2 2016,2016,2,10022583437224.0,1594695522291.0,517471610474.0,525312730087.0,416656638437.0,15.911022664758079,5.163056149296836,5.241290664999425,4.1571780474237015
MWG,,Q3 2016,2016,3,11126307507765.0,1834279483542.0,518178145356.0,498682422049.0,387306874232.0,16.485967894217058,4.657233722817438,4.482011859738478,3.4810009876295465
